Product_ID,Base_Price,Competitor_Price,Customer_Rating,Demand_Elasticity,Seasonality,Marketing_Spend,Sales_Volume
479,97.54,94.01,1.5,-1.01,1,3461.27,3411
480,61.85,61.57,4.8,-1.4,2,7628.26,3701
481,70.35,73.14,3.1,-0.81,1,1464.92,3104
482,75.66,76.04,2.0,-1.13,1,1443.65,3466
483,56.36,59.05,3.0,-1.67,2,4476.59,3579
484,70.2,65.6,3.7,-1.77,1,4181.26,4222
485,66.75,67.6,1.3,-0.91,2,3840.7,3027
486,92.09,85.02,2.1,-0.2,0,5419.18,2368
487,23.64,23.08,4.2,-1.31,1,3886.6,3129
488,42.48,37.96,2.8,-0.53,0,2730.32,2983
489,96.03,92.35,3.2,-0.68,1,3785.23,3048
490,91.22,97.4,2.7,-0.14,1,9774.14,2751
491,56.45,61.91,1.2,-0.36,1,4700.02,2435
492,69.61,72.66,1.7,-0.87,2,5002.41,2594
493,42.19,36.73,2.8,-0.69,0,6188.9,2875
494,35.05,33.47,1.8,-0.2,1,9850.07,2262
495,57.1,63.17,1.2,-1.2,2,3174.41,2691
496,48.27,48.98,4.4,-1.35,1,7131.54,3533
497,66.69,78.29,4.9,-1.98,2,7443.86,3914
498,26.22,28.19,4.2,-0.35,1,6465.92,2796
499,97.95,98.91,4.4,-0.4,0,1797.21,3782
500,98.9,97.35,2.0,-1.79,0,7091.85,4300
501,75.85,76.52,4.8,-0.85,1,1576.85,3428
502,62.89,62.13,1.8,-1.07,2,6365.28,3313
503,44.76,48.3,4.8,-1.76,1,7656.23,3549
504,85.1,89.88,5.0,-0.04,2,2898.73,2923
505,74.78,70.85,3.8,-1.57,1,8574.6,3704
506,33.01,26.35,4.9,-1.87,2,1273.18,3648
507,92.87,83.69,3.3,-0.81,0,8594.32,3685
508,85.8,88.34,2.0,-0.52,1,5142.96,2646
509,95.98,90.46,2.7,-1.94,0,2958.29,3989
510,78.06,67.3,3.4,-0.68,0,2204.0,3429
511,69.07,71.01,1.3,-0.94,1,9579.76,3220
512,53.46,65.92,3.5,-1.79,1,1653.99,3257
513,94.62,94.59,4.9,-1.65,2,2791.84,4633
514,89.29,93.48,1.8,-0.86,2,4130.4,3173
515,23.62,24.03,4.2,-1.41,0,6582.11,3015
516,22.11,21.62,4.6,-0.12,2,5903.21,2667
517,50.12,54.72,4.8,-0.36,2,2130.79,3338
518,84.84,83.39,4.8,-0.03,1,3607.55,3021
519,98.98,100.32,3.1,-1.48,2,3148.77,4135
520,32.03,33.64,4.9,-0.06,0,2921.89,2874
521,67.53,64.19,4.0,-1.14,2,4700.3,3409
522,50.47,55.43,1.6,-1.3,0,7336.28,2485
523,97.59,96.72,2.9,-1.9,1,2957.08,4388
524,87.37,83.59,3.9,-1.89,0,4300.11,4719
525,87.07,89.75,2.0,-0.62,2,4518.26,2761
526,57.5,53.01,3.6,-1.08,1,9788.11,3036
527,53.19,53.33,3.7,-1.55,2,9592.0,3651
528,41.87,41.82,1.7,-0.77,1,8201.24,2786
529,24.51,29.94,3.3,-1.49,1,3174.93,2908
530,89.18,91.55,4.1,-0.84,2,1612.34,3499
531,85.03,84.9,3.0,-1.28,2,3852.14,3741
532,99.98,104.07,1.0,-0.35,1,3401.15,2518
533,99.73,106.68,1.0,-0.36,1,5553.33,2759
534,64.43,67.22,2.4,-1.05,2,7999.55,3643
535,81.52,81.57,4.7,-1.3,0,8724.91,3657
536,95.58,89.02,1.9,-1.27,2,8603.78,3839
537,87.97,82.64,3.5,-0.39,1,4237.08,3064
538,39.79,38.26,1.9,-1.34,2,7185.11,3190
539,56.04,52.99,2.3,-1.58,0,3815.51,3490
540,30.33,29.4,4.4,-1.83,2,1548.15,3447
541,96.32,96.6,3.9,-1.07,1,7314.09,3962
542,68.49,71.14,1.4,-1.04,2,1088.45,2913
543,38.29,37.94,2.7,-0.32,1,4682.64,2507
544,73.74,76.17,1.1,-1.56,1,3964.41,3532
545,69.45,69.77,2.9,-1.24,2,7240.4,3272
546,48.65,38.77,3.6,-0.38,1,7896.21,3033
547,29.08,24.38,1.5,-0.35,1,3736.85,2407
548,73.73,73.01,2.2,-1.23,0,8304.64,2880
549,61.62,55.57,2.6,-1.08,0,3645.25,3070
550,81.79,84.79,4.7,-1.39,0,5016.94,4143
551,61.61,69.26,5.0,-0.13,0,7543.17,2998
552,88.17,94.26,1.2,-1.76,1,7236.28,3282
553,64.15,63.08,4.0,-0.13,2,9886.32,3147
554,64.88,72.33,2.5,-0.63,1,3026.45,2942
555,90.13,90.87,2.6,-0.94,1,6960.86,3455
556,52.28,50.59,4.0,-1.93,1,6487.14,3714
557,30.72,27.65,4.7,-1.05,2,9235.89,3368
558,22.3,20.79,4.8,-1.18,0,2407.26,3590
559,80.41,78.47,3.3,-1.68,1,7766.18,3863
560,69.62,70.47,2.4,-0.69,1,6114.42,3293
561,76.33,77.13,4.2,-0.06,0,3471.99,2965
562,37.04,37.06,2.0,-0.88,1,5269.91,2552
563,30.91,33.09,3.3,-0.57,2,4003.99,3278
564,21.16,27.11,2.4,-1.86,1,6213.82,2951
565,48.05,52.8,3.6,-1.16,1,9001.01,3412
566,67.19,59.77,2.0,-1.77,0,6123.74,3535
567,51.38,38.61,1.8,-0.77,1,6685.5,2596
568,55.0,59.67,4.7,-0.12,1,5668.73,3039
569,92.33,85.5,1.4,-0.68,2,1460.49,3224
570,47.86,46.74,3.0,-1.85,0,3095.73,3423
571,61.12,55.27,1.9,-1.29,0,5428.02,3163
572,82.69,73.68,1.2,-0.9,2,3792.12,3275
573,51.72,54.43,1.1,-1.19,1,2635.87,2775
574,69.77,73.57,1.7,-0.33,0,5537.2,2672
575,88.99,86.11,4.5,-0.37,0,3905.29,3404
576,95.96,83.0,2.1,-0.78,1,3322.97,3129
577,31.77,29.04,4.8,-1.25,1,5175.87,3419
578,94.13,96.09,3.3,-1.49,0,2199.56,4194
579,59.37,51.98,2.7,-1.79,1,9349.71,3522
580,40.66,41.58,3.3,-1.29,0,8809.32,3347
581,56.73,56.65,3.1,-1.17,1,7368.59,3174
582,98.4,101.3,4.0,-0.65,1,1955.92,3304
583,59.41,60.01,2.1,-0.68,2,7982.9,2518
584,46.3,41.43,2.4,-1.86,1,8271.62,3240
585,70.67,76.65,4.6,-1.21,2,7909.88,3612
586,39.21,38.42,4.8,-1.64,1,2025.69,3522
587,26.07,25.93,4.6,-1.69,0,6795.17,3482
588,30.31,25.64,2.7,-0.35,0,8508.92,2300
589,30.24,28.02,4.1,-1.92,1,6196.18,3005
590,32.15,27.73,2.9,-1.16,1,6817.67,2803
591,31.11,30.25,3.0,-1.66,0,5125.27,3208
592,71.27,79.83,1.8,-0.24,1,5758.37,2588
593,34.55,27.69,3.4,-0.89,2,1309.39,2834
594,47.65,39.58,1.7,-1.54,2,6750.67,3307
595,91.74,99.1,2.3,-1.0,2,1733.02,3245
596,57.92,56.87,4.4,-0.54,2,4915.13,3285
597,73.4,70.05,1.8,-0.08,2,3633.9,2346
598,33.79,38.99,1.3,-1.56,1,5908.85,2613
599,35.38,32.35,1.3,-0.23,1,2200.75,2220
600,23.27,32.4,4.8,-0.13,2,7224.79,3137
601,33.51,36.9,3.0,-0.17,1,8155.1,2729
602,42.29,39.85,2.6,-0.73,1,2470.19,3022
603,34.16,44.95,4.2,-0.74,2,1938.82,3164
604,27.1,24.07,4.3,-1.19,1,2309.64,2860
605,29.65,33.36,2.3,-0.5,1,8894.15,3031
606,56.86,58.36,3.8,-0.94,1,5753.7,3369
607,36.51,43.02,4.1,-0.65,2,5205.35,3160
608,49.14,56.95,3.6,-1.14,1,1960.41,3204
609,60.27,60.43,1.6,-0.54,0,6846.0,2868
610,75.23,71.46,4.5,-0.35,0,8812.0,2944
611,23.14,25.44,3.2,-1.71,2,8453.67,3157
612,83.95,80.56,2.1,-0.33,0,6634.49,2281
613,70.23,80.3,2.7,-0.92,2,1677.51,3321
614,26.54,27.22,1.2,-0.31,0,2011.57,2106
615,89.89,88.06,1.5,-1.14,0,1443.78,3380
616,93.67,94.59,4.1,-1.24,0,3317.31,4252
617,24.89,18.15,1.0,-0.17,2,2220.95,2406
618,42.15,37.29,2.7,-1.5,2,3340.43,3417
619,84.5,90.5,3.1,-0.31,1,4465.52,3106
620,79.86,76.58,1.2,-1.03,2,9486.85,2957
621,34.76,29.53,4.9,-0.97,0,6493.38,3436
622,36.75,39.43,1.9,-1.38,0,8514.76,2542
623,49.64,55.57,2.2,-0.85,2,7393.16,2724
624,58.76,62.35,2.2,-1.35,2,2012.53,3511
625,69.46,74.44,1.9,-1.92,2,7623.28,3636
626,49.51,45.73,1.0,-1.46,1,3475.89,2549
627,57.0,49.89,3.9,-1.99,0,6751.97,4317
628,79.8,87.31,4.9,-0.04,1,4068.66,3124
629,22.93,21.32,1.9,-0.07,1,9979.05,2548
630,40.19,38.94,3.7,-1.21,0,3371.96,3030
631,77.07,83.71,4.0,-0.54,0,3512.17,3272
632,91.62,94.4,4.4,-1.31,2,9376.05,4131
633,60.93,63.21,2.7,-0.66,2,1221.8,2777
634,62.57,73.4,2.2,-0.39,1,7270.2,2650
635,28.57,25.35,2.3,-0.11,2,7527.94,2191
636,55.79,60.43,3.9,-1.2,2,8527.41,3380
637,62.61,62.9,4.3,-0.43,0,9769.95,3323
638,39.4,40.74,1.7,-1.47,0,9780.42,2769
639,41.54,49.18,2.5,-0.02,2,1587.49,2889
640,50.18,52.72,4.6,-1.95,0,8396.55,3611
641,21.61,24.3,4.2,-0.79,2,6816.79,2958
642,45.77,51.13,4.9,-0.68,0,6826.08,3159
643,36.92,35.1,4.0,-0.62,0,2155.15,2992
644,46.2,42.0,2.6,-1.76,0,6851.68,3607
645,29.58,24.36,3.4,-0.12,0,9842.34,2518
646,91.24,81.41,3.6,-1.64,2,9206.37,4126
647,67.49,77.77,1.3,-0.75,1,4952.18,2897
648,74.33,68.81,3.2,-1.55,0,1359.53,3810
649,83.13,82.02,3.8,-1.39,2,4260.64,3950
650,59.88,58.5,1.7,-0.91,2,8437.51,2691
651,26.95,28.49,4.1,-1.17,0,7313.49,3120
652,62.97,67.05,3.3,-1.68,1,5134.09,3944
653,66.95,71.25,4.8,-1.66,0,1495.91,3749
654,79.64,76.72,1.2,-1.16,2,4842.05,3024
655,54.53,53.69,2.1,-0.49,1,5221.22,2324
656,30.21,31.62,3.4,-0.2,2,9357.0,2847
657,42.7,41.46,2.2,-1.83,0,6769.77,3466
658,49.05,57.09,3.9,-1.21,1,3804.88,3336
659,71.67,74.12,4.0,-1.8,2,5727.86,3888
660,65.66,69.33,1.4,-1.97,2,1594.5,3378
661,48.49,51.8,3.1,-0.68,2,9753.11,2890
662,98.92,104.79,3.0,-0.8,0,4240.54,3331
663,68.46,69.37,2.5,-1.67,1,5300.81,3825
664,38.98,32.5,4.7,-1.53,0,4197.56,3402
665,28.14,30.14,4.3,-1.95,0,7142.61,3495
666,32.23,28.97,3.8,-0.33,0,6960.09,2805
667,39.68,37.04,3.9,-0.05,1,7437.9,2650
668,32.85,35.78,2.8,-1.73,0,3413.29,3062
669,34.93,41.12,4.7,-1.54,0,3841.02,3545
670,42.81,42.92,3.8,-0.26,0,2127.26,3054
671,33.87,35.41,3.9,-0.15,0,6899.59,2780
672,91.74,100.25,4.4,-1.16,2,1358.17,3703
673,26.42,27.62,2.1,-1.9,0,6379.14,3121
674,61.96,74.97,4.2,-1.92,2,8827.26,3849
675,52.83,55.66,1.8,-0.85,0,9017.49,2861
676,98.59,89.79,2.4,-1.21,1,5041.34,3667
677,28.96,32.73,2.3,-1.94,2,5133.73,2990
678,51.83,53.74,4.9,-0.83,2,1692.72,3312
679,97.56,104.01,4.4,-1.98,2,7036.89,4935
680,89.24,92.61,3.8,-0.43,2,8391.33,2427
681,85.37,84.68,3.9,-1.39,1,3201.9,4193
682,40.63,34.51,3.2,-1.92,0,4791.71,3237
683,33.67,32.62,4.8,-0.82,2,8549.55,3317
684,73.49,69.24,3.0,-1.2,1,8894.08,3552
685,94.35,91.45,2.5,-0.05,2,3188.62,2802
686,64.54,67.48,1.7,-0.91,0,5955.14,2966
687,65.73,74.08,4.1,-1.45,2,2732.44,3607
688,42.4,44.37,3.9,-0.58,1,1916.91,2704
689,81.56,75.58,2.5,-1.46,0,9200.08,3621
690,34.96,37.18,1.1,-0.19,1,8384.57,1894
691,45.89,51.87,4.4,-1.25,0,7840.31,3327
692,54.03,50.98,1.0,-0.9,0,1438.9,2627
693,60.61,59.94,3.8,-1.9,0,8593.56,3773
694,39.39,39.46,4.9,-1.15,2,4942.4,3441
695,29.19,25.27,2.8,-0.34,1,4081.56,2612
696,68.85,72.09,1.9,-0.39,1,5918.29,2582
697,43.09,42.49,3.8,-1.55,1,1822.18,2943
698,66.5,68.6,4.3,-1.55,0,7809.82,3631
699,32.35,27.91,3.2,-0.37,2,6241.92,2888
700,58.49,56.3,4.9,-0.14,0,2679.31,3222
701,62.61,66.22,1.2,-1.81,1,2694.09,3005
702,24.15,22.29,3.0,-1.1,2,2658.24,2702
703,46.93,55.56,3.9,-1.33,2,1513.02,3618
704,30.75,28.75,4.5,-0.26,2,6290.19,2836
705,25.07,26.19,1.7,-1.83,1,8563.13,2776
706,99.2,103.86,4.2,-1.58,2,1157.48,4695
707,45.79,38.7,3.2,-0.5,2,1441.04,2796
708,84.79,75.99,2.6,-1.9,0,6154.93,4030
709,40.37,32.74,1.5,-1.01,0,8375.46,2676
710,74.52,80.83,4.5,-1.12,2,3940.65,4105
711,80.82,78.06,1.6,-1.33,2,4146.53,3484
712,67.65,80.44,2.2,-1.21,0,6367.12,3262
713,57.73,54.91,2.2,-0.94,0,3467.92,2877
714,52.95,53.87,4.5,-1.68,0,1239.48,3897
715,47.91,55.62,3.7,-0.86,1,7617.06,3283
716,94.36,104.39,4.2,-0.39,1,6630.85,2993
717,86.45,96.76,2.0,-0.48,0,6226.8,2952
718,97.2,103.24,3.5,-1.69,2,7675.16,4312
719,29.94,35.06,3.3,-1.7,0,7077.08,3173
720,78.47,81.43,4.3,-1.46,1,2852.94,3828
721,95.07,98.96,4.6,-1.28,2,4172.33,4056
722,34.5,31.74,1.0,-1.18,1,2134.99,2401
723,25.32,21.23,3.7,-0.64,2,2168.71,2686
724,79.29,79.27,1.2,-1.89,1,7085.76,3813
725,65.96,65.11,3.2,-1.93,2,8727.4,3842
726,87.35,85.08,2.2,-1.22,2,9664.59,3245
727,31.18,34.66,2.2,-0.61,2,6655.12,3065
728,83.62,88.4,2.4,-1.61,2,2656.91,3601
729,36.13,36.57,3.5,-0.72,1,1950.85,3178
730,33.09,40.48,2.3,-1.48,1,8315.66,2654
731,33.14,27.43,3.9,-0.23,2,6208.81,2947
732,85.17,84.2,2.6,-0.21,2,6564.57,2648
733,73.22,69.64,1.3,-1.41,1,8033.16,3166
734,61.85,52.52,4.1,-1.54,2,7329.5,3811
735,48.71,48.3,2.1,-1.18,2,8510.12,3007
736,90.18,89.57,2.7,-1.52,2,1505.93,3748
737,51.4,58.97,3.7,-0.66,0,7727.69,2907
738,85.33,88.48,2.3,-0.35,2,8657.67,2443
739,55.13,50.01,1.2,-0.65,0,3575.22,2659
740,50.16,59.43,2.5,-0.35,2,6764.03,2424
741,57.01,63.12,4.8,-1.21,1,3827.46,3650
742,44.11,47.02,3.6,-1.69,0,9621.74,3583
743,79.81,78.68,3.7,-0.52,0,1300.81,3196
744,60.22,55.42,3.5,-1.28,2,6218.14,3326
745,38.58,36.72,1.8,-0.66,2,2498.53,2796
746,91.97,97.41,2.7,-1.46,0,7409.98,3801
747,50.71,60.13,4.0,-1.84,1,2583.01,3466
748,63.48,71.2,1.4,-0.01,1,3118.45,2229
749,92.52,90.08,2.1,-1.69,2,5449.34,4100
750,69.94,64.34,2.1,-0.02,1,9233.51,2299
751,29.35,30.05,2.7,-0.05,1,2905.43,2730
752,95.19,86.35,4.9,-0.41,2,2298.16,3216
753,70.22,71.84,1.3,-0.68,1,7830.79,2610
754,46.79,46.05,3.1,-0.84,2,5505.58,2803
755,31.14,28.81,1.7,-0.27,0,9206.07,2560
756,83.52,75.55,4.9,-1.42,2,2319.53,4155
757,69.61,72.18,1.5,-1.06,0,6813.35,2841
758,62.68,60.02,2.6,-0.76,0,3095.91,2917
759,91.51,85.66,4.0,-1.18,1,2410.84,3265
760,83.09,68.73,3.8,-1.15,1,7150.86,3871
761,32.13,31.99,2.7,-1.34,1,6343.16,2936
762,44.94,53.8,2.4,-0.87,2,7793.45,2389
763,39.88,48.19,2.6,-0.3,1,3785.16,2348
764,79.52,77.23,2.1,-1.6,0,5031.74,3608
765,22.68,19.67,1.8,-0.13,1,4649.25,2126
766,65.59,67.93,2.9,-0.62,1,9856.81,3145
767,81.0,76.01,2.1,-0.35,2,3630.24,2787
768,90.14,91.65,2.1,-0.89,2,3653.36,3294
769,47.37,51.2,3.6,-0.44,0,4190.93,2407
770,85.7,91.83,4.9,-1.97,2,6081.35,4563
771,28.85,28.35,3.4,-0.36,1,3270.9,2644
772,87.72,86.7,1.3,-1.92,2,9237.61,3753
773,30.2,25.81,1.3,-0.22,0,3391.17,2243
774,51.78,47.65,4.8,-0.02,1,9062.34,2745
775,83.78,82.65,2.2,-1.41,0,1931.28,3664
776,31.99,33.83,1.4,-1.58,2,6909.06,2938
777,38.34,42.91,3.4,-0.47,2,9162.87,2996
778,77.78,73.76,3.5,-1.49,0,2518.74,3831
779,77.6,85.06,3.6,-0.27,1,9714.94,3329
780,71.29,69.93,2.1,-1.79,2,5075.95,3924
781,75.52,75.41,1.1,-1.75,2,9511.44,3521
782,63.42,59.68,4.9,-0.04,1,7091.38,2908
783,40.14,28.02,2.0,-0.65,2,3714.28,2928
784,47.66,52.08,3.7,-0.31,0,2694.72,3089
785,34.53,38.21,3.8,-1.35,2,3733.62,2944
786,92.68,91.27,3.4,-0.65,2,1837.16,3499
787,66.67,67.0,2.3,-0.81,1,2294.81,2969
788,52.07,54.65,2.1,-0.79,0,1941.94,2659
789,56.96,49.15,3.4,-0.63,1,4806.49,2643
790,95.78,93.13,4.5,-0.85,2,8160.21,3660
791,32.27,36.24,4.8,-1.14,2,2272.45,3325
792,66.9,60.63,1.4,-1.45,1,2172.88,3567
793,60.47,61.94,1.6,-0.46,1,6790.86,2789
794,68.92,62.14,4.8,-1.55,1,2774.65,3911
795,21.45,23.78,3.9,-0.62,0,1878.49,2990
796,89.77,89.59,4.5,-1.53,2,2501.64,4438
797,94.57,86.49,1.8,-0.75,1,9313.58,3086
798,65.21,71.03,3.4,-0.51,2,8393.24,2895
799,75.73,72.06,3.8,-1.56,0,4186.58,3834
800,93.8,89.75,3.7,-1.88,0,6902.39,4580
801,76.58,77.58,2.6,-1.74,0,5835.48,3935
802,32.2,37.94,1.1,-0.79,0,7094.12,2415
803,66.1,61.02,3.3,-0.3,2,7144.04,2334
804,68.54,68.85,2.0,-1.91,0,6658.61,3451
805,53.93,56.07,2.8,-0.53,0,3394.91,2969
806,78.92,82.39,4.8,-1.32,1,1351.06,3575
807,94.75,95.63,2.6,-1.04,0,5100.1,3742
808,94.05,92.21,4.4,-0.14,1,9018.76,3218
809,56.07,51.93,1.8,-1.34,0,6125.48,3119
810,29.06,29.49,3.7,-1.07,0,8491.52,3170
811,98.79,93.43,4.9,-1.97,1,9924.62,5031
812,87.11,72.5,1.4,-1.84,0,2472.55,3859
813,29.97,32.15,1.0,-1.48,2,7226.0,2368
814,93.67,98.19,2.7,-1.94,2,7068.64,4550
815,89.59,77.78,1.4,-0.74,0,9819.6,3224
816,61.51,56.46,4.0,-1.15,2,9870.41,3265
817,67.3,70.4,4.7,-0.9,1,7180.11,3263
818,51.92,62.21,2.7,-1.65,0,3192.53,3369
819,24.38,24.48,2.0,-1.41,0,8187.0,2618
820,46.82,43.18,2.7,-0.67,1,1963.26,2882
821,84.23,83.32,3.9,-0.07,1,8026.29,3080
822,20.37,27.24,1.0,-1.9,1,9191.77,2137
823,46.68,43.45,3.4,-0.22,0,4445.5,3098
824,51.85,47.85,3.5,-0.85,1,6675.72,3059
825,62.99,60.58,3.6,-0.87,1,4871.28,3370
826,93.59,88.82,2.0,-1.0,2,4939.89,3459
827,47.71,48.32,3.9,-1.86,2,3793.34,3814
828,47.76,55.88,1.4,-1.82,0,7859.17,3161
829,79.0,80.62,1.8,-0.8,2,9425.59,3051
830,56.18,54.92,4.5,-1.32,2,9466.76,3699
831,37.97,36.51,4.0,-0.17,1,2573.03,2738
832,56.2,48.38,1.1,-1.19,1,8872.69,2537
833,31.27,35.69,2.0,-1.71,2,7636.88,2690
834,34.11,33.72,1.9,-0.57,2,3275.54,2553
835,59.87,58.97,2.1,-1.41,2,1605.56,3106
836,53.51,69.48,2.0,-0.95,0,3411.98,2751
837,93.19,94.68,1.3,-0.6,0,9209.87,3178
838,48.99,45.23,2.8,-0.2,0,6698.61,2829
839,66.45,64.32,3.9,-0.42,2,7489.49,3008
840,70.58,76.32,3.4,-0.65,2,3314.37,3273
841,21.05,21.62,3.7,-0.64,0,7474.49,2790
842,73.08,65.89,1.3,-0.11,0,1253.09,2362
843,34.24,38.84,4.8,-1.41,2,4377.89,3531
844,96.89,93.55,4.4,-2.0,1,6640.78,4734
845,31.89,41.26,4.2,-1.46,0,2314.87,3168
846,53.17,58.57,4.3,-1.56,2,8407.03,3934
847,26.83,24.59,4.7,-0.68,2,3115.28,3245
848,99.75,106.16,3.2,-0.73,1,6870.53,2917
849,60.18,60.52,1.8,-0.81,2,4646.77,2713
850,67.63,71.89,3.5,-1.97,2,6364.39,3876
851,25.37,27.79,4.0,-0.54,0,1967.05,2812
852,80.0,75.77,4.0,-1.35,0,1152.22,4052
853,36.79,33.57,3.1,-0.67,1,9186.08,2870
854,91.84,96.99,1.3,-0.89,1,3426.67,2799
855,36.41,34.74,2.5,-1.31,2,8377.09,2900
856,35.26,33.24,4.7,-1.73,0,9994.15,3658
857,22.92,18.14,3.3,-1.81,1,2902.88,3030
858,57.77,59.89,3.2,-0.34,1,3386.54,2707
859,65.19,75.5,2.1,-0.16,1,6965.74,2590
860,25.26,19.92,2.5,-0.7,2,9689.04,3000
861,82.04,82.16,4.6,-1.79,0,9242.33,4480
862,56.26,63.32,3.7,-1.2,1,5525.88,3675
863,61.95,61.55,4.1,-0.54,0,8155.99,3039
864,55.26,57.52,2.8,-0.44,1,2221.71,2801
865,52.06,46.75,3.5,-1.76,1,9796.94,3610
866,64.77,66.91,2.0,-2.0,0,9679.18,3719
867,32.42,31.48,3.8,-0.58,0,2473.56,3036
868,34.55,39.48,2.7,-1.29,0,3694.81,2801
869,88.94,94.88,2.8,-1.49,2,1901.39,4014
870,95.69,108.64,3.6,-1.97,1,3445.46,4279
871,49.86,52.76,4.7,-0.92,2,8343.6,3131
872,41.66,43.29,1.3,-0.3,0,4404.84,2812
873,71.52,72.49,4.3,-0.08,1,1795.57,2815
874,52.7,50.93,2.2,-0.87,2,4080.03,3044
875,22.03,23.72,2.8,-0.97,1,9832.45,3113
876,32.49,31.01,1.1,-1.83,2,6667.15,2351
877,77.28,78.12,2.2,-0.9,0,4745.45,3360
878,72.71,79.3,3.0,-1.24,2,2498.85,3631
879,22.17,17.14,1.2,-0.79,1,9875.59,2743
880,37.76,43.46,3.0,-1.22,1,8387.64,2824
881,38.49,45.08,4.7,-1.52,1,3533.3,3815
882,73.75,73.16,1.4,-1.81,1,1630.62,3466
883,21.58,10.97,4.1,-1.37,0,1509.63,3326
884,28.33,25.29,2.6,-1.81,2,2083.4,3025
885,83.99,90.47,3.6,-1.65,0,6226.92,4259
886,34.28,34.17,2.0,-0.03,0,9358.87,2420
887,72.22,67.22,1.6,-1.11,0,5470.69,2753
888,39.05,36.53,1.6,-0.94,1,8586.51,2062
889,27.96,32.16,1.3,-0.25,1,5012.98,2371
890,39.45,42.18,1.7,-0.01,1,7377.25,2291
891,77.78,76.59,3.7,-0.83,2,7586.85,3465
892,88.46,86.63,4.5,-0.38,1,2565.67,3185
893,86.42,84.46,4.3,-1.35,2,4250.94,4430
894,51.77,47.16,3.7,-1.39,1,6735.72,3505
895,73.45,81.53,1.4,-1.19,1,1636.27,3064
896,36.4,34.79,2.2,-0.65,0,4253.86,2744
897,43.45,49.54,2.2,-0.64,0,5813.2,2632
898,91.71,99.32,2.0,-1.37,0,9966.02,3675
899,21.04,26.03,3.1,-1.73,2,5270.8,2740
900,26.84,24.68,3.1,-0.74,2,8344.51,2816
901,36.63,38.65,2.4,-1.74,1,4888.61,3021
902,22.12,22.0,2.4,-0.84,2,8167.52,2441
903,34.51,29.99,4.3,-0.61,1,6358.73,3465
904,66.64,68.26,4.2,-0.6,2,8979.36,3023
905,53.71,47.81,2.2,-0.49,2,4698.48,2704
906,91.41,97.35,4.7,-0.25,2,6438.74,3007
907,85.4,83.08,4.8,-1.0,0,6670.17,3873
908,47.35,48.36,2.3,-0.54,2,4756.45,2460
909,40.75,42.17,2.4,-0.76,0,2298.81,2957
910,50.38,49.09,3.0,-1.63,0,1842.03,3828
911,67.22,70.15,4.8,-1.95,2,1150.04,4102
912,41.45,39.08,4.5,-1.43,1,8861.81,3736
913,69.93,74.29,1.4,-1.11,1,3128.27,2979
914,52.75,46.02,2.6,-0.77,1,2903.56,3227
915,64.16,64.79,3.2,-0.3,2,7624.32,3270
916,54.89,64.58,3.0,-1.61,1,3880.15,3436
917,43.56,38.56,1.8,-1.75,0,5554.4,2818
918,95.88,92.49,4.4,-0.07,1,2462.6,3136
919,81.09,83.66,3.7,-1.78,2,9637.71,4228
920,31.21,32.11,4.4,-1.04,1,8664.23,3304
921,89.48,91.23,4.4,-0.83,0,8774.11,3554
922,58.99,61.44,4.0,-0.92,2,4660.96,3165
923,91.56,94.73,2.8,-1.83,1,7861.25,4467
924,83.99,89.54,3.4,-1.89,2,2294.89,4331
925,54.02,56.07,1.6,-1.79,2,1077.57,2998
926,21.8,20.59,3.7,-0.83,2,1179.76,3058
927,41.49,44.85,1.7,-0.91,1,6279.42,2814
928,63.33,72.83,3.8,-1.53,2,5098.55,3663
929,70.68,70.02,1.9,-0.72,1,5662.14,3212
930,40.63,35.76,1.5,-0.36,0,1067.17,2322
931,31.15,36.69,1.7,-1.92,1,4804.18,2904
932,86.79,86.19,1.0,-1.0,0,7462.61,3221
933,98.75,87.89,3.9,-0.62,1,4984.24,3407
934,62.06,66.3,3.9,-1.5,2,7589.97,3434
935,33.73,31.05,3.1,-1.38,1,3097.17,3122
936,41.78,41.33,1.6,-0.77,2,8318.28,2558
937,21.47,23.13,1.3,-0.2,0,6295.88,2474
938,93.14,94.09,1.1,-0.38,1,2896.87,2604
939,29.42,32.97,1.7,-0.83,2,3130.48,2603
940,66.12,63.94,4.6,-0.54,0,6652.27,3067
941,41.92,44.49,2.0,-1.27,0,8469.46,2886
942,64.33,63.03,2.4,-0.72,1,4740.65,3137
943,72.11,75.8,1.4,-1.07,0,3324.7,2896
944,86.38,89.46,1.9,-1.62,2,8803.1,3772
945,36.51,31.83,3.1,-0.6,0,7023.41,2651
946,20.88,26.31,3.4,-0.89,0,5032.77,2629
947,30.95,28.27,2.0,-1.28,2,5391.1,2779
948,92.0,96.04,1.2,-0.18,0,2838.31,2440
949,89.91,91.75,2.6,-1.96,0,6641.22,4681
950,67.79,76.98,1.9,-1.37,0,4228.68,3217
951,68.04,66.92,1.9,-1.89,0,9960.81,3655
952,73.2,71.45,4.8,-0.47,2,5321.65,3054
953,34.03,33.93,3.5,-0.6,0,5372.97,3026
954,93.15,91.63,3.2,-1.34,2,6092.67,3967
955,53.5,57.5,2.7,-0.65,0,9250.8,3185
956,50.65,42.57,2.7,-1.21,0,8207.36,3375
957,61.51,56.24,3.2,-0.49,0,5060.17,3011
958,23.76,18.42,3.8,-1.09,0,7468.29,2924
